dt,EURUSD,GBPUSD,COMBINADO
2020-04-27,1223.7700000000145,622.7749999999784,846.5449999999928
2020-04-28,1223.5900000000147,624.6699999999786,848.2599999999934
2020-04-29,1223.4100000000149,637.8199999999789,861.2299999999937
2020-04-30,1223.230000000015,602.599999999979,825.829999999994
2020-05-01,1223.0500000000152,583.8399999999796,806.8899999999949
2020-05-02,,,
2020-05-03,,,
2020-05-04,1222.8700000000154,580.31499999998,803.1849999999954
2020-05-05,1222.6900000000155,582.7399999999801,805.4299999999957
2020-05-06,1222.5100000000157,567.0699999999792,789.5799999999949
2020-05-07,1222.3300000000158,562.1799999999797,784.5099999999957
2020-05-08,1222.150000000016,547.2249999999799,769.3749999999959
2020-05-09,,,
2020-05-10,,,
2020-05-11,1221.9700000000162,552.28499999998,774.254999999996
2020-05-12,1221.7900000000163,553.4199999999802,775.2099999999964
2020-05-13,1221.6100000000165,550.9299999999798,772.5399999999963
2020-05-14,1221.4300000000167,559.9849999999802,781.4149999999968
2020-05-15,1221.2500000000168,556.4049999999801,777.654999999997
2020-05-16,,,
2020-05-17,,,
2020-05-18,1221.070000000017,539.9749999999805,761.0449999999973
2020-05-19,1220.8900000000172,531.0049999999806,751.8949999999977
2020-05-20,1220.7100000000173,543.4749999999808,764.1849999999981
2020-05-21,1220.5300000000175,546.9599999999809,767.4899999999984
2020-05-22,1220.3500000000176,546.7799999999809,767.1299999999985
2020-05-23,,,
2020-05-24,,,
2020-05-25,1220.1700000000178,546.5999999999808,766.7699999999986
2020-05-26,1219.990000000018,532.5549999999815,752.5449999999996
2020-05-27,1219.8100000000181,548.8299999999821,768.6400000000003
2020-05-28,1219.6300000000183,554.9699999999827,774.600000000001
2020-05-29,1219.4500000000185,548.2749999999836,767.7250000000022
2020-05-30,,,
2020-05-31,,,
2020-06-01,1219.2700000000186,568.3549999999841,787.6250000000027
2020-06-02,1219.0900000000188,582.3549999999844,801.4450000000033
2020-06-03,1218.910000000019,591.6149999999851,810.5250000000042
2020-06-04,1218.7300000000191,588.2599999999857,806.9900000000048
2020-06-05,1218.5500000000193,575.6599999999861,794.2100000000055
2020-06-06,,,
2020-06-07,,,
2020-06-08,1218.3700000000194,587.2999999999871,805.6700000000064
2020-06-09,1218.1900000000196,596.6599999999872,814.8500000000067
2020-06-10,1229.880000000019,587.8049999999871,817.6850000000061
2020-06-11,1242.4750000000192,568.1199999999877,810.5950000000071
2020-06-12,1247.360000000019,542.2599999999888,789.6200000000078
2020-06-13,,,
2020-06-14,,,
2020-06-15,1247.1800000000194,535.96999999999,783.1500000000094
2020-06-16,1261.385000000019,547.3799999999907,808.7650000000099
2020-06-17,1263.3050000000194,547.1999999999906,810.5050000000101
2020-06-18,1267.9500000000194,534.6199999999908,802.5700000000102
2020-06-19,1267.7700000000195,527.0349999999911,794.8050000000108
2020-06-20,,,
2020-06-21,,,
2020-06-22,1267.5900000000197,510.98999999999194,778.5800000000118
2020-06-23,1264.9000000000192,513.9399999999926,778.8400000000117
2020-06-24,1274.4350000000195,529.379999999993,803.8150000000123
2020-06-25,1279.5300000000193,529.1999999999929,808.7300000000123
2020-06-26,1279.3500000000195,525.344999999993,804.6950000000124
2020-06-27,,,
2020-06-28,,,
2020-06-29,1289.2400000000193,523.8049999999931,813.0450000000124
2020-06-30,1298.2600000000195,535.0599999999935,833.3200000000129
2020-07-01,1295.790000000019,534.8799999999934,830.6700000000124
2020-07-02,1299.900000000019,541.1499999999938,841.0500000000129
2020-07-03,1297.9000000000192,540.9699999999938,838.8700000000131
2020-07-04,,,
2020-07-05,,,
2020-07-06,1288.5500000000188,547.764999999995,836.3150000000137
2020-07-07,1296.2750000000187,534.8499999999947,831.1250000000134
2020-07-08,1292.0600000000186,546.0049999999948,838.0650000000132
2020-07-09,1300.095000000018,548.3799999999952,848.4750000000131
2020-07-10,1298.755000000018,558.0349999999956,856.7900000000136
2020-07-11,,,
2020-07-12,,,
2020-07-13,1296.7000000000178,558.3199999999953,855.0200000000132
2020-07-14,1286.7300000000173,558.9649999999953,845.6950000000124
2020-07-15,1287.580000000017,571.2399999999956,858.8200000000124
2020-07-16,1293.0600000000172,586.1399999999954,879.2000000000126
2020-07-17,1284.4600000000173,586.7549999999956,871.2150000000129
2020-07-18,,,
2020-07-19,,,
2020-07-20,1282.010000000017,582.429999999996,864.440000000013
2020-07-21,1267.4900000000164,573.6899999999963,841.1800000000126
2020-07-22,1256.0150000000156,581.8899999999957,837.9050000000111
2020-07-23,1259.815000000015,587.2499999999967,847.0650000000119
2020-07-24,1267.665000000015,581.3799999999965,849.0450000000114
2020-07-25,,,
2020-07-26,,,
2020-07-27,1281.0250000000137,589.269999999997,870.2950000000108
2020-07-28,1277.6800000000137,596.2449999999973,873.9250000000111
2020-07-29,1293.5450000000128,608.1749999999975,901.7200000000103
2020-07-30,1302.745000000012,629.0749999999981,931.8200000000102
2020-07-31,1291.5100000000114,624.1149999999981,915.6250000000095
2020-08-01,,,
2020-08-02,,,
2020-08-03,1290.2550000000113,617.3399999999984,907.5950000000098
2020-08-04,1302.4950000000115,624.3299999999987,926.8250000000103
2020-08-05,1318.995000000011,631.5449999999989,950.54000000001
2020-08-06,1323.1750000000109,628.9749999999992,952.1500000000101
2020-08-07,1310.7700000000107,642.0599999999994,952.8300000000099
2020-08-08,,,
2020-08-09,,,
2020-08-10,1300.035000000011,651.25,951.285000000011
2020-08-11,1300.665000000011,651.0699999999999,951.735000000011
2020-08-12,1313.775000000011,654.7649999999998,968.5400000000109
2020-08-13,1331.3650000000102,659.4099999999997,990.7750000000101
2020-08-14,1334.1550000000102,659.2299999999997,993.3850000000098
2020-08-15,,,
2020-08-16,,,
2020-08-17,1338.42500000001,659.0499999999996,997.4750000000095
2020-08-18,1345.6350000000093,648.5500000000002,994.1850000000095
2020-08-19,1330.3200000000095,658.8800000000008,989.2000000000103
2020-08-20,1336.8450000000096,658.7000000000007,995.5450000000103
2020-08-21,1315.3700000000092,670.9300000000009,986.3000000000102
2020-08-22,,,
2020-08-23,,,
2020-08-24,1319.0400000000093,670.7500000000008,989.79000000001
2020-08-25,1328.3200000000093,670.5700000000007,998.8900000000099
2020-08-26,1327.3000000000093,670.3900000000007,997.6900000000101
2020-08-27,1327.1500000000092,685.6550000000013,1012.8050000000105
2020-08-28,1342.1850000000097,678.5850000000017,1020.7700000000114
2020-08-29,,,
2020-08-30,,,
2020-08-31,1339.8000000000088,683.2800000000017,1023.0800000000104
2020-09-01,1344.8650000000086,687.125000000002,1031.9900000000107
2020-09-02,1353.9300000000085,679.7050000000022,1033.6350000000107
2020-09-03,1355.2300000000077,682.4200000000028,1037.6500000000106
2020-09-04,1358.6100000000074,677.7900000000034,1036.4000000000108
2020-09-05,,,
2020-09-06,,,
2020-09-07,1353.3300000000077,666.9400000000034,1020.2700000000109
